"","X.2","Gm.","Year","DATE","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled","STATION","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"735",735,87,2013,"2013-07-04","boxscore","BOS","","SDP","W",8,2,NA,"53-34",1,"up 4.5","Webster","Stults","","3:21","D",37607,"++++","","USW00014739","BOSTON, MA US",0,0,NA,83,94,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",736,88,2013,"2013-07-05","boxscore","BOS","@","LAA","W",6,2,NA,"54-34",1,"up 5.5","Doubront","Wilson","","3:14","N",37092,"+++++","","USW00014739","BOSTON, MA US",0,0,NA,86,95,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",737,89,2013,"2013-07-06","boxscore","BOS","@","LAA","L-wo",7,9,11,"54-35",1,"up 5.0","De La Rosa","Breslow","","4:22","N",36112,"-","","USW00014739","BOSTON, MA US",0,0,NA,86,93,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",738,90,2013,"2013-07-07","boxscore","BOS","@","LAA","L",0,3,NA,"54-36",1,"up 4.5","Weaver","Lackey","Frieri","2:57","N",39018,"--","","USW00014739","BOSTON, MA US",0,0,NA,83,93,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",739,91,2013,"2013-07-08","boxscore","BOS","@","SEA","L",4,11,NA,"54-37",1,"up 3.5","Hernandez","Lester","","3:21","N",21830,"---","","USW00014739","BOSTON, MA US",0.01,0,NA,77,85,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",740,92,2013,"2013-07-09","boxscore","BOS","@","SEA","W",11,8,NA,"55-37",1,"up 3.5","Breslow","Beavan","Uehara","3:44","N",21076,"+","","USW00014739","BOSTON, MA US",0,0,NA,68,72,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",741,93,2013,"2013-07-10","boxscore","BOS","@","SEA","W",11,4,NA,"56-37",1,"up 3.5","Doubront","Harang","","3:23","N",20468,"++","","USW00014739","BOSTON, MA US",0.01,0,NA,72,86,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",742,94,2013,"2013-07-11","boxscore","BOS","@","SEA","W",8,7,10,"57-37",1,"up 3.5","Wright","Wilhelmsen","Uehara","4:04","D",25367,"+++","","USW00014739","BOSTON, MA US",0.17,0,NA,77,82,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",743,95,2013,"2013-07-12","boxscore","BOS","@","OAK","W",4,2,NA,"58-37",1,"up 4.5","Lackey","Doolittle","Uehara","3:06","N",27084,"++++","","USW00014739","BOSTON, MA US",0,0,NA,72,74,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",744,96,2013,"2013-07-13","boxscore","BOS","@","OAK","L",0,3,NA,"58-38",1,"up 3.5","Griffin","Lester","Balfour","2:49","N",36067,"-","","USW00014739","BOSTON, MA US",0,0,NA,68,72,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",745,97,2013,"2013-07-14","boxscore","BOS","@","OAK","L-wo",2,3,11,"58-39",1,"up 2.5","Cook","Thornton","","3:34","D",31417,"--","","USW00014739","BOSTON, MA US",0,0,NA,76,93,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",746,98,2013,"2013-07-19","boxscore","BOS","","NYY","W",4,2,NA,"59-39",1,"up 2.5","Doubront","Pettitte","Uehara","2:55","N",38130,"+","","USW00014739","BOSTON, MA US",0,0,NA,87,99,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",747,99,2013,"2013-07-20","boxscore","BOS","","NYY","L",2,5,NA,"59-40",1,"up 1.5","Kuroda","Lackey","Rivera","3:12","D",37601,"-","","USW00014739","BOSTON, MA US",0,0,NA,88,96,79,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",748,100,2013,"2013-07-21","boxscore","BOS","","NYY","W-wo",8,7,11,"60-40",1,"up 1.5","Beato","Warren","","4:46","N",38138,"+","","USW00014739","BOSTON, MA US",0.01,0,NA,77,79,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",749,101,2013,"2013-07-22","boxscore","BOS","","TBR","L",0,3,NA,"60-41",1,"up 0.5","Moore","Workman","","2:52","N",35016,"-","","USW00014739","BOSTON, MA US",0,0,NA,72,76,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",750,102,2013,"2013-07-23","boxscore","BOS","","TBR","W",6,2,NA,"61-41",1,"up 1.5","Lester","Hernandez","","3:06","N",34609,"+","","USW00014739","BOSTON, MA US",1.76,0,NA,71,82,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",751,103,2013,"2013-07-24","boxscore","BOS","","TBR","L",1,5,NA,"61-42",1,"up 0.5","Price","Doubront","","3:00","N",36514,"-","","USW00014739","BOSTON, MA US",0,0,NA,78,88,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",752,104,2013,"2013-07-26","boxscore","BOS","@","BAL","L",0,6,NA,"61-43",2,"0.5","Tillman","Lackey","","2:35","N",39063,"--","","USW00014739","BOSTON, MA US",1,0,NA,65,72,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",753,105,2013,"2013-07-27","boxscore","BOS","@","BAL","W",7,3,NA,"62-43",2,"0.5","Dempster","Feldman","","3:21","N",44765,"+","","USW00014739","BOSTON, MA US",0,0,NA,72,84,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",754,106,2013,"2013-07-28","boxscore","BOS","@","BAL","W",5,0,NA,"63-43",1,"up 0.5","Lester","Hammel","","2:58","D",32891,"++","","USW00014739","BOSTON, MA US",0.01,0,NA,71,75,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",755,107,2013,"2013-07-29","boxscore","BOS","","TBR","L",1,2,NA,"63-44",2,"0.5","Price","Doubront","Rodney","3:21","N",37242,"-","2013-07-25 (Rain)","USW00014739","BOSTON, MA US",0.33,0,NA,71,81,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",756,108,2013,"2013-07-30","boxscore","BOS","","SEA","W",8,2,NA,"64-44",2,"0.5","Workman","Saunders","","2:44","N",34578,"+","","USW00014739","BOSTON, MA US",0,0,NA,74,84,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",757,109,2013,"2013-07-31","boxscore","BOS","","SEA","W-wo",5,4,15,"65-44",1,"up 0.5","Britton","Luetge","","5:03","N",35059,"++","","USW00014739","BOSTON, MA US",0,0,NA,74,79,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",758,110,2013,"2013-08-01","boxscore","BOS","","SEA","W-wo",8,7,NA,"66-44",1,"up 1.0","Wright","Perez","","3:17","N",35886,"+++","","USW00014739","BOSTON, MA US",0,0,NA,73,82,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",759,111,2013,"2013-08-02","boxscore","BOS","","ARI","L",6,7,NA,"66-45",1,"up 1.0","Delgado","Beato","Ziegler","3:32","N",37652,"-","","USW00014739","BOSTON, MA US",0.13,0,NA,73,85,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",760,112,2013,"2013-08-03","boxscore","BOS","","ARI","W",5,2,NA,"67-45",1,"up 1.0","Peavy","Corbin","Uehara","3:02","N",37941,"+","","USW00014739","BOSTON, MA US",0,0,NA,74,80,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",761,113,2013,"2013-08-04","boxscore","BOS","","ARI","W",4,0,NA,"68-45",1,"up 1.0","Doubront","McCarthy","","3:16","D",37611,"++","","USW00014739","BOSTON, MA US",0,0,NA,73,82,65,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",762,114,2013,"2013-08-05","boxscore","BOS","@","HOU","L",0,2,NA,"68-46",1,"up 0.5","Oberholtzer","Lackey","Fields","3:11","N",24543,"-","","USW00014739","BOSTON, MA US",0,0,NA,69,78,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",763,115,2013,"2013-08-06","boxscore","BOS","@","HOU","W",15,10,NA,"69-46",1,"up 1.5","Workman","Lyles","","3:54","N",21620,"+","","USW00014739","BOSTON, MA US",0,0,NA,68,74,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",764,116,2013,"2013-08-07","boxscore","BOS","@","HOU","W",7,5,NA,"70-46",1,"up 2.5","Tazawa","Fields","Uehara","3:53","N",22205,"++","","USW00014739","BOSTON, MA US",0,0,NA,69,79,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",765,117,2013,"2013-08-08","boxscore","BOS","@","KCR","L",1,5,NA,"70-47",1,"up 2.0","Chen","Lester","Hochevar","2:38","N",21121,"-","","USW00014739","BOSTON, MA US",0.07,0,NA,71,81,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",766,118,2013,"2013-08-09","boxscore","BOS","@","KCR","L",6,9,NA,"70-48",1,"up 2.0","Bueno","Britton","Holland","3:25","N",29485,"--","","USW00014739","BOSTON, MA US",1.62,0,NA,73,76,71,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",767,119,2013,"2013-08-10","boxscore","BOS","@","KCR","W",5,3,NA,"71-48",1,"up 3.0","Workman","Guthrie","Uehara","3:28","N",38742,"+","","USW00014739","BOSTON, MA US",0,0,NA,77,85,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",768,120,2013,"2013-08-11","boxscore","BOS","@","KCR","L",3,4,NA,"71-49",1,"up 3.0","Shields","Lackey","Holland","2:56","D",24935,"-","","USW00014739","BOSTON, MA US",0,0,NA,72,81,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",769,121,2013,"2013-08-13","boxscore","BOS","@","TOR","W",4,2,11,"72-49",1,"up 4.0","Uehara","Loup","","3:37","N",32816,"+","","USW00014739","BOSTON, MA US",0,0,NA,71,73,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",770,122,2013,"2013-08-14","boxscore","BOS","@","TOR","L-wo",3,4,10,"72-50",1,"up 3.0","Lincoln","Workman","","3:20","N",31695,"-","","USW00014739","BOSTON, MA US",0,0,NA,69,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",771,123,2013,"2013-08-15","boxscore","BOS","@","TOR","L",1,2,NA,"72-51",1,"up 2.0","Buehrle","Peavy","Janssen","2:43","N",40477,"--","","USW00014739","BOSTON, MA US",0,0,NA,69,78,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",772,124,2013,"2013-08-16","boxscore","BOS","","NYY","L",3,10,NA,"72-52",1,"up 1.0","Pettitte","Doubront","","3:31","N",38143,"---","","USW00014739","BOSTON, MA US",0,0,NA,71,80,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",773,125,2013,"2013-08-17","boxscore","BOS","","NYY","W",6,1,NA,"73-52",1,"up 2.0","Lackey","Kuroda","","3:26","D",37517,"+","","USW00014739","BOSTON, MA US",0,0,NA,69,74,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",774,126,2013,"2013-08-18","boxscore","BOS","","NYY","L",6,9,NA,"73-53",1,"up 1.0","Sabathia","Dempster","Rivera","4:12","N",37917,"-","","USW00014739","BOSTON, MA US",0,0,NA,70,78,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",775,127,2013,"2013-08-19","boxscore","BOS","@","SFG","W",7,0,NA,"74-53",1,"up 1.0","Lester","Lincecum","","2:59","N",41585,"+","","USW00014739","BOSTON, MA US",0,0,NA,73,84,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",776,128,2013,"2013-08-20","boxscore","BOS","@","SFG","L-wo",2,3,NA,"74-54",1,"Tied","Romo","Morales","","2:59","N",41551,"-","","USW00014739","BOSTON, MA US",0,0,NA,77,87,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",777,129,2013,"2013-08-21","boxscore","BOS","@","SFG","W",12,1,NA,"75-54",1,"up 1.0","Doubront","Zito","","2:46","D",41532,"+","","USW00014739","BOSTON, MA US",0,0,NA,78,89,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",778,130,2013,"2013-08-23","boxscore","BOS","@","LAD","L",0,2,NA,"75-55",1,"Tied","Nolasco","Lackey","Jansen","2:07","N",50240,"-","","USW00014739","BOSTON, MA US",0,0,NA,73,78,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",779,131,2013,"2013-08-24","boxscore","BOS","@","LAD","W",4,2,NA,"76-55",1,"Tied","Lester","Ryu","Uehara","3:14","D",48165,"+","","USW00014739","BOSTON, MA US",0,0,NA,67,72,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",780,132,2013,"2013-08-25","boxscore","BOS","@","LAD","W",8,1,NA,"77-55",1,"up 1.0","Peavy","Capuano","","3:00","N",44109,"++","","USW00014739","BOSTON, MA US",0,0,NA,69,83,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",781,133,2013,"2013-08-27","boxscore","BOS","","BAL","W",13,2,NA,"78-55",1,"up 2.5","Doubront","Chen","","2:59","N",36226,"+++","","USW00014739","BOSTON, MA US",0.01,0,NA,72,76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",782,134,2013,"2013-08-28","boxscore","BOS","","BAL","W",4,3,NA,"79-55",1,"up 2.5","Breslow","Hunter","Uehara","3:00","N",31962,"++++","","USW00014739","BOSTON, MA US",0,0,NA,66,73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",783,135,2013,"2013-08-29","boxscore","BOS","","BAL","L",2,3,NA,"79-56",1,"up 2.5","Tillman","Lester","Johnson","3:20","N",33300,"-","","USW00014739","BOSTON, MA US",0,0,NA,64,67,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784",784,136,2013,"2013-08-30","boxscore","BOS","","CHW","W",4,3,NA,"80-56",1,"up 3.5","Dempster","Santiago","Uehara","3:09","N",36063,"+","","USW00014739","BOSTON, MA US",0,0,NA,70,84,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785",785,137,2013,"2013-08-31","boxscore","BOS","","CHW","W",7,2,NA,"81-56",1,"up 4.5","Peavy","Danks","","3:11","N",37363,"++","","USW00014739","BOSTON, MA US",0,0,NA,75,82,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786",786,138,2013,"2013-09-01","boxscore","BOS","","CHW","W",7,6,NA,"82-56",1,"up 5.5","Workman","Rienzo","Uehara","3:39","D",37053,"+++","","USW00014739","BOSTON, MA US",0.38,0,NA,73,79,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787",787,139,2013,"2013-09-02","boxscore","BOS","","DET","L",0,3,NA,"82-57",1,"up 5.5","Fister","Lackey","Veras","2:59","D",36188,"-","","USW00014739","BOSTON, MA US",0.38,0,NA,73,81,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",788,140,2013,"2013-09-03","boxscore","BOS","","DET","W",2,1,NA,"83-57",1,"up 5.5","Lester","Scherzer","Uehara","2:56","N",32071,"+","","USW00014739","BOSTON, MA US",0,0,NA,75,81,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789",789,141,2013,"2013-09-04","boxscore","BOS","","DET","W",20,4,NA,"84-57",1,"up 5.5","Dempster","Porcello","","3:33","N",33720,"++","","USW00014739","BOSTON, MA US",0,0,NA,72,82,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790",790,142,2013,"2013-09-05","boxscore","BOS","@","NYY","W",9,8,10,"85-57",1,"up 6.5","Breslow","Chamberlain","Uehara","4:32","N",40481,"+++","","USW00014739","BOSTON, MA US",0.09,0,NA,67,70,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",791,143,2013,"2013-09-06","boxscore","BOS","@","NYY","W",12,8,NA,"86-57",1,"up 7.5","Workman","Claiborne","","4:00","N",44117,"++++","","USW00014739","BOSTON, MA US",0,0,NA,61,71,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792",792,144,2013,"2013-09-07","boxscore","BOS","@","NYY","W",13,9,NA,"87-57",1,"up 8.5","Lackey","Huff","","3:32","D",49046,"+++++","","USW00014739","BOSTON, MA US",0,0,NA,66,81,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793",793,145,2013,"2013-09-08","boxscore","BOS","@","NYY","L-wo",3,4,NA,"87-58",1,"up 7.5","Rivera","Workman","","3:15","D",43078,"-","","USW00014739","BOSTON, MA US",0,0,NA,70,78,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",794,146,2013,"2013-09-10","boxscore","BOS","@","TBR","W",2,0,NA,"88-58",1,"up 8.5","Buchholz","Price","Uehara","3:09","N",18605,"+","","USW00014739","BOSTON, MA US",0.03,0,NA,67,77,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795",795,147,2013,"2013-09-11","boxscore","BOS","@","TBR","W",7,3,10,"89-58",1,"up 9.5","Uehara","Peralta","","4:05","N",19215,"++","","USW00014739","BOSTON, MA US",0,0,NA,80,97,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796",796,148,2013,"2013-09-12","boxscore","BOS","@","TBR","L",3,4,NA,"89-59",1,"up 8.5","McGee","De La Rosa","Rodney","3:17","N",20360,"-","","USW00014739","BOSTON, MA US",0.57,0,NA,78,88,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797",797,149,2013,"2013-09-13","boxscore","BOS","","NYY","W",8,4,NA,"90-59",1,"up 8.5","Workman","Kuroda","","3:06","N",37542,"+","","USW00014739","BOSTON, MA US",0.39,0,NA,70,76,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798",798,150,2013,"2013-09-14","boxscore","BOS","","NYY","W",5,1,NA,"91-59",1,"up 8.5","Lester","Sabathia","","2:43","D",37510,"++","","USW00014739","BOSTON, MA US",0,0,NA,63,68,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799",799,151,2013,"2013-09-15","boxscore","BOS","","NYY","W",9,2,NA,"92-59",1,"up 9.5","Buchholz","Nova","","3:13","N",37137,"+++","","USW00014739","BOSTON, MA US",0,0,NA,63,73,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",800,152,2013,"2013-09-17","boxscore","BOS","","BAL","L",2,3,NA,"92-60",1,"up 9.0","Hunter","Uehara","Johnson","3:08","N",35030,"-","","USW00014739","BOSTON, MA US",0,0,NA,53,60,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",801,153,2013,"2013-09-18","boxscore","BOS","","BAL","L",3,5,12,"92-61",1,"up 8.0","McFarland","Morales","Johnson","4:01","N",38540,"--","","USW00014739","BOSTON, MA US",0,0,NA,62,75,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",802,154,2013,"2013-09-19","boxscore","BOS","","BAL","W",3,1,NA,"93-61",1,"up 9.0","Lackey","Tillman","","2:18","N",36436,"+","","USW00014739","BOSTON, MA US",0,0,NA,63,71,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",803,155,2013,"2013-09-20","boxscore","BOS","","TOR","W",6,3,NA,"94-61",1,"up 9.0","Lester","Rogers","Uehara","3:26","N",37215,"++","","USW00014739","BOSTON, MA US",0,0,NA,63,71,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",804,156,2013,"2013-09-21","boxscore","BOS","","TOR","L",2,4,NA,"94-62",1,"up 8.0","Buehrle","Buchholz","Janssen","3:07","N",37569,"-","","USW00014739","BOSTON, MA US",0,0,NA,65,77,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",805,157,2013,"2013-09-22","boxscore","BOS","","TOR","W",5,2,NA,"95-62",1,"up 8.0","Doubront","Dickey","Uehara","2:13","D",37020,"+","","USW00014739","BOSTON, MA US",0.37,0,NA,68,73,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",806,158,2013,"2013-09-24","boxscore","BOS","@","COL","L",3,8,NA,"95-63",1,"up 6.5","Chatwood","Lackey","","2:40","N",32315,"-","","USW00014739","BOSTON, MA US",0,0,NA,55,68,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",807,159,2013,"2013-09-25","boxscore","BOS","@","COL","W",15,5,NA,"96-63",1,"up 6.5","Peavy","Chacin","","3:30","N",48775,"+","","USW00014739","BOSTON, MA US",0,0,NA,57,63,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",808,160,2013,"2013-09-27","boxscore","BOS","@","BAL","W",12,3,NA,"97-63",1,"up 7.0","Buchholz","Feldman","","3:16","N",30774,"++","","USW00014739","BOSTON, MA US",0,0,NA,60,66,57,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",809,161,2013,"2013-09-28","boxscore","BOS","@","BAL","L",5,6,NA,"97-64",1,"up 7.0","Gausman","Tazawa","Johnson","3:21","N",36556,"-","","USW00014739","BOSTON, MA US",0,0,NA,60,69,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",810,162,2013,"2013-09-29","boxscore","BOS","@","BAL","L",6,7,NA,"97-65",1,"up 6.0","McFarland","De La Rosa","Johnson","3:23","D",44230,"--","","USW00014739","BOSTON, MA US",0,0,NA,57,62,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",811,1,2012,"2012-04-03","boxscore","BOS","","PIT","W",5,3,NA,"Jan-00",1,"Tied","Porcello","Cole","Kimbrel","3:03","D",36594,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,59,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",812,2,2012,"2012-04-05","boxscore","BOS","","PIT","W-wo",3,0,12,"Feb-00",1,"Tied","Kelly","Bastardo","","3:53","N",36137,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,52,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",813,3,2012,"2012-04-07","boxscore","BOS","@","DET","L",5,6,NA,"1-Feb",2,"1","Rodriguez","Hembree","","3:35","D",45013,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,52,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",814,4,2012,"2012-04-08","boxscore","BOS","@","DET","L",1,4,NA,"2-Feb",3,"2","Zimmermann","Rodriguez","Wilson","3:05","D",32622,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,50,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"815",815,5,2012,"2012-04-09","boxscore","BOS","@","DET","W",7,5,NA,"2-Mar",3,"1","Barnes","Rondon","Kimbrel","3:27","D",33662,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,58,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",816,6,2012,"2012-04-10","boxscore","BOS","@","DET","L",1,2,NA,"3-Mar",3,"1.5","Wilson","Sale","Rodriguez","2:44","D",24672,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,63,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",817,7,2012,"2012-04-11","boxscore","BOS","","BAL","W",8,1,NA,"3-Apr",3,"0.5","Pomeranz","Bundy","","3:15","N",37497,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",818,8,2012,"2012-04-12","boxscore","BOS","","BAL","L",5,12,NA,"4-Apr",3,"1.5","Givens","Wright","","3:46","N",32211,"-",NA,"USW00014739","BOSTON, MA US",0.32,0,NA,NA,56,43,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"819",819,9,2012,"2012-04-13","boxscore","BOS","","PIT","W",4,3,NA,"4-May",2,"1.5","Barnes","Nicasio","Kimbrel","3:15","D",32400,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,65,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",820,10,2012,"2012-04-14","boxscore","BOS","","TBR","L",5,10,NA,"5-May",4,"2.5","Archer","Porcello","","3:37","N",36813,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,71,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
