"","Gm.","Year","DATE","X","Tm","Opp","W.L","Win","Loss","Save","Time","D.N","Attendance","TAVG","TMAX","TMIN"
"469",145,2015,"2015-09-16","boxscore","BOS","BAL","W","Owens","Wright","","2:51","N",22642,73,81,65
"470",146,2015,"2015-09-18","boxscore","BOS","TOR","L","Stroman","Porcello","","2:32","N",47126,75,85,65
"471",147,2015,"2015-09-19","boxscore","BOS","TOR","W","Layne","Osuna","Ross","3:08","D",47415,70,79,62
"472",148,2015,"2015-09-20","boxscore","BOS","TOR","W","Hill","Cecil","Ross","2:51","D",46743,71,75,57
"473",149,2015,"2015-09-21","boxscore","BOS","TBR","W","Machi","Gomes","Ross","3:47","N",33673,60,66,53
"474",150,2015,"2015-09-22","boxscore","BOS","TBR","L","Moore","Owens","Boxberger","2:43","N",33673,63,68,56
"475",151,2015,"2015-09-23","boxscore","BOS","TBR","L","Smyly","Porcello","Boxberger","3:30","N",32753,61,68,54
"476",152,2015,"2015-09-24","boxscore","BOS","TBR","L","Ramirez","Miley","Boxberger","2:39","N",34916,65,74,58
"477",153,2015,"2015-09-25","boxscore","BOS","BAL","W","Hill","Gausman","","2:42","N",32411,61,66,55
"478",154,2015,"2015-09-26","boxscore","BOS","BAL","W","Hembree","Chen","","2:56","D",36316,58,63,50
"479",155,2015,"2015-09-27","boxscore","BOS","BAL","W","Owens","Jimenez","Ross","2:28","D",33306,56,64,48
"480",156,2015,"2015-09-28","boxscore","BOS","NYY","W","Rodriguez","Nova","","2:56","N",39476,65,78,56
"481",157,2015,"2015-09-29","boxscore","BOS","NYY","W","Porcello","Pineda","","2:57","N",38512,72,84,65
"482",158,2015,"2015-09-30","boxscore","BOS","NYY","W","Ogando","Bailey","","4:10","N",39328,71,78,57
"483",159,2015,"2015-10-01","boxscore","BOS","NYY","L","Sabathia","Hill","Betances","3:10","N",40033,58,59,54
"484",160,2015,"2015-10-02","boxscore","BOS","CLE","L","Tomlin","Owens","","3:00","N",28273,53,54,50
"485",161,2015,"2015-10-03","boxscore","BOS","CLE","L","Kluber","Breslow","Allen","2:41","N",17342,52,54,49
"486",162,2015,"2015-10-04","boxscore","BOS","CLE","L","Salazar","Porcello","Allen","2:46","D",17844,54,56,51
"487",1,2014,"2014-03-31","boxscore","BOS","BAL","L","Britton","Lester","Hunter","2:53","D",46685,36,42,34
"488",2,2014,"2014-04-02","boxscore","BOS","BAL","W","Lackey","Jimenez","","2:43","N",25708,42,46,37
"489",3,2014,"2014-04-03","boxscore","BOS","BAL","W","Doubront","Chen","Uehara","2:55","N",20880,43,54,34
"490",4,2014,"2014-04-04","boxscore","BOS","MIL","L","Kintzler","Mujica","","3:19","D",36728,40,44,37
"491",5,2014,"2014-04-05","boxscore","BOS","MIL","L","Thornburg","Badenhop","Rodriguez","4:23","N",35729,43,54,38
"492",6,2014,"2014-04-06","boxscore","BOS","MIL","L","Gallardo","Lester","","2:57","D",35958,44,59,35
"493",7,2014,"2014-04-07","boxscore","BOS","TEX","W","Lackey","Scheppers","","3:07","N",35842,49,59,38
"494",8,2014,"2014-04-08","boxscore","BOS","TEX","L","Perez","Doubront","","3:11","N",34142,52,65,43
"495",9,2014,"2014-04-09","boxscore","BOS","TEX","W","Miller","Ogando","Uehara","2:57","D",33585,50,59,41
"496",10,2014,"2014-04-10","boxscore","BOS","NYY","L","Pineda","Buchholz","Phelps","2:55","N",42821,47,60,34
"497",11,2014,"2014-04-11","boxscore","BOS","NYY","W","Lester","Sabathia","Mujica","3:01","N",44121,56,69,48
"498",12,2014,"2014-04-12","boxscore","BOS","NYY","L","Kuroda","Lackey","Kelley","3:07","D",48572,58,69,49
"499",13,2014,"2014-04-13","boxscore","BOS","NYY","L","Nova","Doubront","Kelley","3:08","N",46081,52,63,45
"500",14,2014,"2014-04-15","boxscore","BOS","CHW","L-wo","Webb","Badenhop","","3:36","N",13402,62,68,41
"501",15,2014,"2014-04-16","boxscore","BOS","CHW","W","Capuano","Garcia","Badenhop","5:17","N",13302,42,45,31
"502",16,2014,"2014-04-17","boxscore","BOS","CHW","W","Lester","Belisario","Uehara","2:54","N",17454,36,40,32
"503",17,2014,"2014-04-18","boxscore","BOS","BAL","L","Tillman","Lackey","O'Day","3:26","N",36408,37,42,31
"504",18,2014,"2014-04-19","boxscore","BOS","BAL","W","Tazawa","Norris","Uehara","2:47","D",37689,48,63,37
"505",19,2014,"2014-04-20","boxscore","BOS","BAL","W-wo","Mujica","Matusz","","3:22","N",33947,45,48,39
"506",20,2014,"2014-04-21","boxscore","BOS","BAL","L","Chen","Buchholz","Hunter","3:18","D",37513,49,69,36
"507",21,2014,"2014-04-22","boxscore","BOS","NYY","L","Tanaka","Lester","","3:17","N",37041,58,73,47
"508",22,2014,"2014-04-23","boxscore","BOS","NYY","W","Lackey","Pineda","","3:12","N",37015,53,57,46
"509",23,2014,"2014-04-24","boxscore","BOS","NYY","L","Sabathia","Doubront","","3:51","N",37356,50,59,42
"510",24,2014,"2014-04-25","boxscore","BOS","TOR","W","Peavy","Buehrle","","2:57","N",29411,51,57,43
"511",25,2014,"2014-04-26","boxscore","BOS","TOR","W","Buchholz","Morrow","Uehara","3:23","D",40322,46,47,42
"512",26,2014,"2014-04-27","boxscore","BOS","TOR","L","Dickey","Lester","","2:28","D",45260,43,50,41
"513",27,2014,"2014-04-29","boxscore","BOS","TBR","W","Lackey","Gomes","Uehara","3:40","N",34794,44,44,42
"514",28,2014,"2014-05-01","boxscore","BOS","TBR","L","Gomes","Peavy","Balfour","3:27","D",35621,49,60,44
"515",29,2014,"2014-05-01","boxscore","BOS","TBR","L","McGee","Uehara","Balfour","3:44","N",33465,49,60,44
"516",30,2014,"2014-05-02","boxscore","BOS","OAK","W","Buchholz","Straily","","3:37","N",34850,57,69,50
"517",31,2014,"2014-05-03","boxscore","BOS","OAK","W","Lester","Milone","Uehara","2:44","D",37042,58,67,50
"518",32,2014,"2014-05-04","boxscore","BOS","OAK","L","Johnson","Capuano","","3:45","D",35649,57,62,50
"519",33,2014,"2014-05-06","boxscore","BOS","CIN","W-wo","Breslow","Ondrusek","","4:04","N",36004,56,64,47
"520",34,2014,"2014-05-07","boxscore","BOS","CIN","W","Breslow","Hoover","Uehara","2:47","N",37072,55,69,47
"521",35,2014,"2014-05-09","boxscore","BOS","TEX","L","Darvish","Buchholz","","3:10","N",45392,54,59,50
"522",36,2014,"2014-05-10","boxscore","BOS","TEX","W","Lester","Perez","","3:09","N",47964,66,80,57
"523",37,2014,"2014-05-11","boxscore","BOS","TEX","W","Lackey","Ross","Uehara","2:47","D",41407,70,80,62
"524",38,2014,"2014-05-13","boxscore","BOS","MIN","L-wo","Perkins","Miller","","3:25","N",23949,54,52,46
"525",39,2014,"2014-05-14","boxscore","BOS","MIN","W","Doubront","Correia","","3:07","N",26802,51,63,46
"526",40,2014,"2014-05-15","boxscore","BOS","MIN","L-wo","Duensing","Miller","","3:21","D",29628,64,77,57
"527",41,2014,"2014-05-16","boxscore","BOS","DET","L","Scherzer","Lester","Nathan","3:14","N",37225,65,73,59
"528",42,2014,"2014-05-17","boxscore","BOS","DET","L","Porcello","Lackey","","2:49","N",37608,66,75,58
"529",43,2014,"2014-05-18","boxscore","BOS","DET","L","Sanchez","Peavy","","3:19","N",35006,59,63,52
"530",44,2014,"2014-05-20","boxscore","BOS","TOR","L","Happ","Doubront","Janssen","3:17","N",37904,58,69,53
"531",45,2014,"2014-05-21","boxscore","BOS","TOR","L","Hutchison","Buchholz","Janssen","3:23","N",36116,59,65,52
"532",46,2014,"2014-05-22","boxscore","BOS","TOR","L","Buehrle","Lester","","2:58","D",36018,55,59,51
"533",47,2014,"2014-05-23","boxscore","BOS","TBR","L-wo","Oviedo","Miller","","3:25","N",20898,55,57,52
"534",48,2014,"2014-05-24","boxscore","BOS","TBR","L-wo","Ramos","Miller","","5:16","D",23569,55,61,52
"535",49,2014,"2014-05-25","boxscore","BOS","TBR","L","Peralta","Breslow","Balfour","3:27","D",26199,56,66,52
"536",50,2014,"2014-05-26","boxscore","BOS","ATL","W","Mujica","Thomas","Uehara","3:40","D",48501,65,79,55
"537",51,2014,"2014-05-27","boxscore","BOS","ATL","W","Lester","Varvaro","Uehara","3:32","N",37168,64,74,50
"538",52,2014,"2014-05-28","boxscore","BOS","ATL","W","Lackey","Floyd","","3:09","N",36189,49,50,44
"539",53,2014,"2014-05-29","boxscore","BOS","ATL","W-wo","Uehara","Kimbrel","","3:00","N",36292,51,58,43
"540",54,2014,"2014-05-30","boxscore","BOS","TBR","W-wo","Miller","Oviedo","","3:55","N",35820,56,66,48
"541",55,2014,"2014-05-31","boxscore","BOS","TBR","W","De La Rosa","Odorizzi","","3:07","N",37076,55,60,52
"542",56,2014,"2014-06-01","boxscore","BOS","TBR","W","Lester","Bedard","","3:12","D",37688,58,66,51
"543",57,2014,"2014-06-02","boxscore","BOS","CLE","L","Masterson","Lackey","Allen","2:21","N",14078,68,83,56
"544",58,2014,"2014-06-03","boxscore","BOS","CLE","L","Hagadone","Peavy","Allen","3:09","N",18738,65,72,57
"545",59,2014,"2014-06-04","boxscore","BOS","CLE","L-wo","Carrasco","Mujica","","4:29","N",20209,58,60,55
"546",60,2014,"2014-06-06","boxscore","BOS","DET","L","Smyly","De La Rosa","","2:49","N",39762,65,76,57
"547",61,2014,"2014-06-07","boxscore","BOS","DET","L","Scherzer","Lester","","3:36","N",43359,70,80,61
"548",62,2014,"2014-06-08","boxscore","BOS","DET","W","Lackey","Chamberlain","Uehara","3:35","N",33835,74,81,67
"549",63,2014,"2014-06-09","boxscore","BOS","BAL","L","Norris","Peavy","","2:21","N",19729,73,81,66
"550",64,2014,"2014-06-10","boxscore","BOS","BAL","W","Workman","Tillman","Uehara","2:32","N",24184,68,79,59
"551",65,2014,"2014-06-11","boxscore","BOS","BAL","L","Chen","De La Rosa","","2:49","N",25886,61,63,58
"552",66,2014,"2014-06-12","boxscore","BOS","CLE","W","Lester","Tomlin","Uehara","3:08","N",37750,61,66,59
"553",67,2014,"2014-06-13","boxscore","BOS","CLE","W","Lackey","Masterson","","3:13","N",35772,62,64,59
"554",68,2014,"2014-06-14","boxscore","BOS","CLE","L","Axford","Breslow","Allen","3:24","D",37181,64,77,58
"555",69,2014,"2014-06-15","boxscore","BOS","CLE","L","Allen","Tazawa","","4:03","D",37356,69,80,58
"556",70,2014,"2014-06-16","boxscore","BOS","MIN","W","De La Rosa","Correia","Uehara","2:45","N",35693,69,73,62
"557",71,2014,"2014-06-17","boxscore","BOS","MIN","W","Lester","Hughes","Mujica","2:48","N",36835,73,84,62
"558",72,2014,"2014-06-18","boxscore","BOS","MIN","W-wo","Uehara","Fien","","2:31","D",36489,78,87,68
"559",73,2014,"2014-06-19","boxscore","BOS","OAK","L","Kazmir","Peavy","Otero","2:39","N",24371,77,84,67
"560",74,2014,"2014-06-20","boxscore","BOS","OAK","L","Abad","Miller","Doolittle","3:21","N",28602,71,77,61
"561",75,2014,"2014-06-21","boxscore","BOS","OAK","L-wo","Otero","Mujica","","3:04","D",32873,65,75,57
"562",76,2014,"2014-06-22","boxscore","BOS","OAK","W","Uehara","Abad","","3:22","D",36067,66,71,59
"563",77,2014,"2014-06-23","boxscore","BOS","SEA","L","Hernandez","Lackey","","2:57","N",26860,66,77,59
"564",78,2014,"2014-06-24","boxscore","BOS","SEA","L","Beimel","Peavy","","3:14","N",20015,71,84,60
"565",79,2014,"2014-06-25","boxscore","BOS","SEA","W","Buchholz","Iwakuma","Uehara","2:40","N",27333,76,89,66
"566",80,2014,"2014-06-27","boxscore","BOS","NYY","L","Nuno","Workman","","2:42","N",48522,66,72,59
"567",81,2014,"2014-06-28","boxscore","BOS","NYY","W","Lester","Tanaka","Uehara","2:47","N",48433,71,80,59
"568",82,2014,"2014-06-29","boxscore","BOS","NYY","W","Lackey","Whitley","Uehara","3:38","N",48124,74,86,62
"569",83,2014,"2014-06-30","boxscore","BOS","CHC","L","Arrieta","Peavy","Rondon","2:59","N",37814,76,89,64
"570",84,2014,"2014-07-01","boxscore","BOS","CHC","L","Strop","Uehara","Rondon","3:35","N",36748,79,89,69
"571",85,2014,"2014-07-02","boxscore","BOS","CHC","L","Villanueva","Workman","","4:19","N",37055,81,91,73
"572",86,2014,"2014-07-05","boxscore","BOS","BAL","W-wo","Uehara","McFarland","","2:40","D",35714,68,80,59
"573",87,2014,"2014-07-05","boxscore","BOS","BAL","L","Brach","Lackey","Britton","3:36","N",36468,68,80,59
"574",88,2014,"2014-07-06","boxscore","BOS","BAL","L","Brach","Mujica","Britton","5:05","D",35811,76,85,66
"575",89,2014,"2014-07-07","boxscore","BOS","CHW","L","Carroll","Buchholz","","2:55","N",35114,77,88,69
"576",90,2014,"2014-07-08","boxscore","BOS","CHW","L","Danks","Workman","","3:11","N",35345,81,92,73
"577",91,2014,"2014-07-09","boxscore","BOS","CHW","W-wo","Uehara","Guerra","","2:54","N",36218,79,88,73
"578",92,2014,"2014-07-10","boxscore","BOS","CHW","W-wo","Miller","Belisario","","3:22","D",37547,77,82,66
"579",93,2014,"2014-07-11","boxscore","BOS","HOU","W","Lackey","Feldman","","3:27","N",27264,70,73,63
"580",94,2014,"2014-07-12","boxscore","BOS","HOU","L","Fields","Peavy","Qualls","3:06","D",26322,70,80,62
"581",95,2014,"2014-07-13","boxscore","BOS","HOU","W","Buchholz","Peacock","","3:23","D",20681,75,85,68
"582",96,2014,"2014-07-18","boxscore","BOS","KCR","W","Buchholz","Downs","Uehara","3:31","N",37743,72,76,65
"583",97,2014,"2014-07-19","boxscore","BOS","KCR","W","De La Rosa","Duffy","Uehara","2:39","N",37878,67,72,63
"584",98,2014,"2014-07-20","boxscore","BOS","KCR","W","Lester","Ventura","","2:56","D",37439,66,72,61
"585",99,2014,"2014-07-21","boxscore","BOS","TOR","W","Lackey","Hutchison","","2:45","N",27905,66,73,61
"586",100,2014,"2014-07-22","boxscore","BOS","TOR","L","Happ","Peavy","Cecil","3:07","N",29269,72,87,63
"587",101,2014,"2014-07-23","boxscore","BOS","TOR","L","Dickey","Buchholz","Janssen","2:35","N",35696,80,92,71
"588",102,2014,"2014-07-24","boxscore","BOS","TOR","L","Stroman","De La Rosa","","2:56","D",46683,73,76,63
"589",103,2014,"2014-07-25","boxscore","BOS","TBR","L","Price","Tazawa","McGee","3:04","N",23136,71,83,62
"590",104,2014,"2014-07-26","boxscore","BOS","TBR","L","Balfour","Lackey","McGee","3:23","N",26659,74,85,64
"591",105,2014,"2014-07-27","boxscore","BOS","TBR","W","Webster","Archer","Uehara","3:22","D",25221,71,80,66
"592",106,2014,"2014-07-28","boxscore","BOS","TOR","L","Dickey","Buchholz","","3:15","N",37974,74,84,65
"593",107,2014,"2014-07-29","boxscore","BOS","TOR","L","Stroman","De La Rosa","Janssen","3:03","N",38275,71,79,64
"594",108,2014,"2014-07-30","boxscore","BOS","TOR","L","Buehrle","Workman","","2:48","N",38203,70,78,63
"595",109,2014,"2014-08-01","boxscore","BOS","NYY","W","Ranaudo","Capuano","Uehara","3:03","N",37782,72,82,65
"596",110,2014,"2014-08-02","boxscore","BOS","NYY","L","Kelley","Webster","Robertson","3:56","D",37302,68,72,62
"597",111,2014,"2014-08-03","boxscore","BOS","NYY","L","Rogers","Breslow","Robertson","3:42","N",38035,65,70,62
"598",112,2014,"2014-08-05","boxscore","BOS","STL","L","Neshek","Tazawa","Rosenthal","3:04","N",43432,76,82,70
"599",113,2014,"2014-08-06","boxscore","BOS","STL","W","Tazawa","Rosenthal","Uehara","3:01","N",42733,75,83,70
"600",114,2014,"2014-08-07","boxscore","BOS","STL","L","Wainwright","Workman","Neshek","3:08","N",44570,72,79,64
"601",115,2014,"2014-08-08","boxscore","BOS","LAA","W","Webster","Weaver","Uehara","3:10","N",38016,71,85,61
"602",116,2014,"2014-08-09","boxscore","BOS","LAA","L-wo","Shoemaker","Workman","","6:32","N",42159,72,78,65
"603",117,2014,"2014-08-10","boxscore","BOS","LAA","W","De La Rosa","Smith","Uehara","3:03","D",36300,74,80,66
"604",118,2014,"2014-08-12","boxscore","BOS","CIN","W","Layne","Broxton","Uehara","3:05","N",35903,72,82,64
"605",119,2014,"2014-08-13","boxscore","BOS","CIN","W","Ranaudo","Leake","Mujica","3:01","D",32870,67,69,64
"606",120,2014,"2014-08-14","boxscore","BOS","HOU","W","Webster","Feldman","","3:19","N",38065,68,77,62
"607",121,2014,"2014-08-15","boxscore","BOS","HOU","L","Sipp","Breslow","","3:46","N",37016,67,75,60
"608",122,2014,"2014-08-16","boxscore","BOS","HOU","W","Wilson","Fields","","3:50","N",37652,69,78,61
"609",123,2014,"2014-08-17","boxscore","BOS","HOU","L","McHugh","Kelly","","3:11","D",36717,71,81,64
"610",124,2014,"2014-08-18","boxscore","BOS","LAA","L","Wilson","Workman","Jepsen","3:22","N",35170,70,79,62
"611",125,2014,"2014-08-19","boxscore","BOS","LAA","L","Smith","Uehara","Street","3:24","N",35471,66,74,59
"612",126,2014,"2014-08-20","boxscore","BOS","LAA","L","Rasmus","Buchholz","","3:42","N",35136,67,74,59
"613",127,2014,"2014-08-21","boxscore","BOS","LAA","L","Shoemaker","De La Rosa","Grilli","3:10","N",36160,66,72,60
"614",128,2014,"2014-08-22","boxscore","BOS","SEA","L","Leone","Uehara","Rodney","3:41","N",36433,67,72,63
"615",129,2014,"2014-08-23","boxscore","BOS","SEA","L","Wilhelmsen","Workman","","3:28","D",36905,66,72,61
"616",130,2014,"2014-08-24","boxscore","BOS","SEA","L","Leone","Webster","Rodney","4:07","D",37022,68,75,63
"617",131,2014,"2014-08-25","boxscore","BOS","TOR","W","Uehara","Sanchez","Breslow","3:07","N",26041,73,81,67
"618",132,2014,"2014-08-26","boxscore","BOS","TOR","W","Tazawa","Janssen","","4:33","N",27321,74,85,64
"619",133,2014,"2014-08-27","boxscore","BOS","TOR","L","Stroman","Layne","Cecil","2:38","N",30285,78,91,67
"620",134,2014,"2014-08-29","boxscore","BOS","TBR","W","Ranaudo","Archer","","3:34","N",16107,66,71,59
"621",135,2014,"2014-08-30","boxscore","BOS","TBR","L","Odorizzi","Webster","","2:48","N",17463,67,79,58
"622",136,2014,"2014-08-31","boxscore","BOS","TBR","W","Buchholz","Cobb","","2:52","D",16822,75,85,67
"623",137,2014,"2014-09-01","boxscore","BOS","TBR","L-wo","Balfour","Badenhop","","3:32","D",10543,77,85,72
"624",138,2014,"2014-09-02","boxscore","BOS","NYY","W","Kelly","Greene","","3:28","N",40334,80,93,71
"625",139,2014,"2014-09-03","boxscore","BOS","NYY","L","Kuroda","Ranaudo","","3:12","N",40007,78,85,72
"626",140,2014,"2014-09-04","boxscore","BOS","NYY","L-wo","Warren","Uehara","","3:16","N",44708,75,83,66
"627",141,2014,"2014-09-05","boxscore","BOS","TOR","W-wo","Layne","Janssen","","3:53","N",35667,78,91,67
"628",142,2014,"2014-09-06","boxscore","BOS","TOR","W","Buchholz","Happ","Mujica","3:23","N",36677,81,92,69
"629",143,2014,"2014-09-07","boxscore","BOS","TOR","L","Dickey","De La Rosa","Janssen","2:44","D",36261,69,76,63
"630",144,2014,"2014-09-08","boxscore","BOS","BAL","L","Gonzalez","Kelly","","3:08","N",35894,65,71,59
"631",145,2014,"2014-09-09","boxscore","BOS","BAL","L","Tillman","Ranaudo","Britton","3:32","N",37008,65,69,61
"632",146,2014,"2014-09-10","boxscore","BOS","BAL","L","Chen","Workman","O'Day","3:23","D",35374,64,70,60
"633",147,2014,"2014-09-11","boxscore","BOS","KCR","W","Buchholz","Hendriks","Mujica","3:28","N",28673,68,80,62
"634",148,2014,"2014-09-12","boxscore","BOS","KCR","W","Webster","Ventura","Mujica","2:49","N",19191,66,68,56
"635",149,2014,"2014-09-13","boxscore","BOS","KCR","L","Guthrie","De La Rosa","","2:48","N",26627,60,67,53
"636",150,2014,"2014-09-14","boxscore","BOS","KCR","W","Kelly","Vargas","","3:23","D",19065,59,66,52
"637",151,2014,"2014-09-16","boxscore","BOS","PIT","L","Morton","Ranaudo","","3:07","N",34698,59,65,55
"638",152,2014,"2014-09-17","boxscore","BOS","PIT","L","Liriano","Buchholz","","3:04","N",34785,62,69,54
"639",153,2014,"2014-09-18","boxscore","BOS","PIT","L","Cole","Workman","Melancon","2:53","N",36862,63,75,55
"640",154,2014,"2014-09-19","boxscore","BOS","BAL","W","Tazawa","O'Day","Mujica","3:42","N",39079,54,56,46
"641",155,2014,"2014-09-20","boxscore","BOS","BAL","L","Tillman","De La Rosa","","2:51","N",43015,58,73,47
"642",156,2014,"2014-09-21","boxscore","BOS","BAL","W","Kelly","Gonzalez","Mujica","3:07","D",38329,69,82,63
"643",157,2014,"2014-09-23","boxscore","BOS","TBR","L","Cobb","Buchholz","","3:14","N",35566,59,72,50
"644",158,2014,"2014-09-24","boxscore","BOS","TBR","W","Ranaudo","Odorizzi","","3:40","N",35741,61,66,54
"645",159,2014,"2014-09-25","boxscore","BOS","TBR","W","Webster","Hellickson","","3:16","N",36590,58,62,53
"646",160,2014,"2014-09-26","boxscore","BOS","NYY","L","Capuano","Wright","Robertson","3:01","N",37605,61,69,54
"647",161,2014,"2014-09-27","boxscore","BOS","NYY","W","Kelly","Tanaka","","3:04","D",37147,69,81,60
"648",162,2014,"2014-09-28","boxscore","BOS","NYY","L","Pineda","Buchholz","","3:14","D",36879,71,87,60
"649",1,2013,"2013-04-01","boxscore","BOS","NYY","W","Lester","Sabathia","","3:37","D",49514,49,62,35
"650",2,2013,"2013-04-03","boxscore","BOS","NYY","W","Buchholz","Kuroda","Hanrahan","3:35","N",40216,37,47,31
"651",3,2013,"2013-04-04","boxscore","BOS","NYY","L","Pettitte","Dempster","Rivera","2:38","N",40611,41,56,32
"652",4,2013,"2013-04-05","boxscore","BOS","TOR","W","Tazawa","Rogers","Hanrahan","3:35","N",45328,46,57,38
"653",5,2013,"2013-04-06","boxscore","BOS","TOR","L","Happ","Lackey","","2:38","D",45797,41,47,33
"654",6,2013,"2013-04-07","boxscore","BOS","TOR","W","Lester","Dickey","","2:44","D",41168,42,54,32
"655",7,2013,"2013-04-08","boxscore","BOS","BAL","W","Buchholz","Chen","Hanrahan","2:42","D",37008,51,63,46
"656",8,2013,"2013-04-10","boxscore","BOS","BAL","L","O'Day","Hanrahan","Johnson","2:53","N",30862,47,54,45
"657",9,2013,"2013-04-11","boxscore","BOS","BAL","L","Matusz","Mortensen","Johnson","3:15","N",27704,46,49,42
"658",10,2013,"2013-04-13","boxscore","BOS","TBR","W-wo","Tazawa","Gomes","","3:23","D",33039,40,51,36
"659",11,2013,"2013-04-14","boxscore","BOS","TBR","W","Buchholz","Cobb","","2:49","D",35198,48,55,42
"660",12,2013,"2013-04-15","boxscore","BOS","TBR","W-wo","Bailey","Peralta","","3:03","D",37449,45,49,38
"661",13,2013,"2013-04-16","boxscore","BOS","CLE","W","Doubront","Jimenez","","3:30","N",9143,50,64,39
"662",14,2013,"2013-04-17","boxscore","BOS","CLE","W","Aceves","Masterson","Bailey","3:24","N",10282,58,66,47
"663",15,2013,"2013-04-18","boxscore","BOS","CLE","W","Lester","McAllister","Bailey","3:13","N",12936,51,63,45
"664",16,2013,"2013-04-20","boxscore","BOS","KCR","W","Buchholz","Herrera","Bailey","2:58","D",35152,58,65,44
"665",17,2013,"2013-04-21","boxscore","BOS","KCR","L","Santana","Dempster","Holland","2:54","D",31483,45,50,37
"666",18,2013,"2013-04-21","boxscore","BOS","KCR","L","Herrera","Miller","Holland","3:11","N",33270,45,50,37
"667",19,2013,"2013-04-22","boxscore","BOS","OAK","W","Doubront","Griffin","Bailey","3:29","N",28926,43,49,36
"668",20,2013,"2013-04-23","boxscore","BOS","OAK","L","Colon","Aceves","","2:33","N",29006,42,43,41
"669",21,2013,"2013-04-24","boxscore","BOS","OAK","W","Lester","Anderson","Bailey","3:40","D",29274,50,69,43
"670",22,2013,"2013-04-25","boxscore","BOS","HOU","W","Buchholz","Humber","","2:59","N",30093,56,66,48
"671",23,2013,"2013-04-26","boxscore","BOS","HOU","W","Dempster","Bedard","","3:49","N",29312,49,52,44
"672",24,2013,"2013-04-27","boxscore","BOS","HOU","W","Doubront","Peacock","","3:40","N",34726,49,56,42
"673",25,2013,"2013-04-28","boxscore","BOS","HOU","W","Lackey","Norris","","2:56","D",36527,53,63,44
"674",26,2013,"2013-04-30","boxscore","BOS","TOR","L","Delabar","Tazawa","Janssen","3:14","N",22915,54,61,47
"675",27,2013,"2013-05-01","boxscore","BOS","TOR","W","Buchholz","Buehrle","","2:52","N",21094,53,60,45
"676",28,2013,"2013-05-02","boxscore","BOS","TOR","W","Dempster","Happ","Hanrahan","3:22","N",25851,56,70,47
"677",29,2013,"2013-05-03","boxscore","BOS","TEX","L","Holland","Doubront","","3:04","N",42441,49,53,44
"678",30,2013,"2013-05-04","boxscore","BOS","TEX","L","Ogando","Lackey","","2:55","N",47173,49,52,44
"679",31,2013,"2013-05-05","boxscore","BOS","TEX","L-wo","Nathan","Mortensen","","3:35","D",46228,47,53,40
"680",32,2013,"2013-05-06","boxscore","BOS","MIN","W-wo","Mortensen","Burton","","4:44","N",31088,47,55,43
"681",33,2013,"2013-05-07","boxscore","BOS","MIN","L","Diamond","Dempster","","3:01","N",30549,57,72,47
"682",34,2013,"2013-05-08","boxscore","BOS","MIN","L","Pressly","Webster","","3:42","N",29969,59,66,53
"683",35,2013,"2013-05-09","boxscore","BOS","MIN","L","Correia","Lackey","Perkins","3:04","N",31571,55,63,53
"684",36,2013,"2013-05-10","boxscore","BOS","TOR","W","Lester","Ortiz","","2:46","N",33606,60,69,56
"685",37,2013,"2013-05-11","boxscore","BOS","TOR","L","Oliver","Tazawa","Janssen","2:42","D",36543,64,72,59
"686",38,2013,"2013-05-12","boxscore","BOS","TOR","L","Jenkins","Dempster","","3:13","D",35532,63,73,51
"687",39,2013,"2013-05-14","boxscore","BOS","TBR","L","Moore","Lackey","Rodney","3:14","N",15227,51,60,44
"688",40,2013,"2013-05-15","boxscore","BOS","TBR","W","Lester","Price","","3:31","N",15767,55,67,44
"689",41,2013,"2013-05-16","boxscore","BOS","TBR","W","Tazawa","Rodney","","3:43","N",16055,66,82,53
"690",42,2013,"2013-05-17","boxscore","BOS","MIN","W","Wilson","Roenicke","Uehara","3:24","N",30210,63,70,54
"691",43,2013,"2013-05-18","boxscore","BOS","MIN","W","Breslow","Diamond","","3:53","N",36967,58,67,51
"692",44,2013,"2013-05-19","boxscore","BOS","MIN","W","Lackey","Hernandez","","3:15","D",33042,57,63,50
"693",45,2013,"2013-05-20","boxscore","BOS","CHW","L","Axelrod","Lester","Reed","2:52","N",21816,64,82,56
